Entity,Code,Year,Deaths - Neoplasms - Sex: Both - Age: Under 5 (Rate),Deaths - Neoplasms - Sex: Both - Age: Age-standardized (Rate),Deaths - Neoplasms - Sex: Both - Age: All Ages (Rate),Deaths - Neoplasms - Sex: Both - Age: 70+ years (Rate),Deaths - Neoplasms - Sex: Both - Age: 5-14 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 50-69 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 15-49 years (Rate),Deaths - Prostate cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Breast cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Pancreatic cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Brain and nervous system cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Lip and oral cavity cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Colon and rectum cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Gallbladder and biliary tract cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Liver cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Larynx cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Ovarian cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Thyroid cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Uterine cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Bladder cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Cervical cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Kidney cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Stomach cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Nasopharynx cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Testicular cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Other pharynx cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Esophageal cancer - Sex: Both - Age: Age-standardized (Rate),Deaths - Non-melanoma skin cancer - Sex: Both - Age: Age-standardized (Rate),"Deaths - Tracheal, bronchus, and lung cancer - Sex: Both - Age: Age-standardized (Rate)"
Guyana,GUY,2008,4.80671619,100.8009317,66.85504375,785.0603382,4.926468843,229.5824722,28.83276704,18.3971189,9.034408116,3.766138949,1.160590463,1.338516952,9.476481442,1.280062532,4.883357282,1.146403004,3.029360147,0.524404961,2.829035727,1.348529741,9.293216155,1.31892082,7.219487399,0.274998114,0.098507352,0.492851816,1.586059834,0.65834832,6.799294126
Guyana,GUY,2009,4.853033462,99.08785747,67.22875306,775.0070158,4.651374913,227.1084479,27.80691971,18.09815179,8.810719467,3.77770498,1.168194456,1.329410349,9.401134112,1.248924529,4.814130961,1.125339558,3.034675624,0.528012209,2.736856166,1.339775022,8.86877965,1.305471734,6.913633022,0.267642414,0.09584571,0.487631251,1.564706806,0.656128665,6.807095635
Guyana,GUY,2010,4.781628297,104.8408096,72.97731544,818.00171,4.687290138,240.8093359,29.93815113,19.00233751,9.386225776,4.023596685,1.246397035,1.42171752,9.953622629,1.309277456,5.034722207,1.208262937,3.234602042,0.557482236,2.870303413,1.43192455,9.423118454,1.400238448,7.273883079,0.288666263,0.105033691,0.532112696,1.680583785,0.697652847,7.282135185
Guyana,GUY,2011,4.800219068,110.1396146,78.21685151,857.6582853,4.742207324,256.157398,30.74015093,19.87088905,9.718674043,4.282181872,1.329436235,1.524437453,10.54637174,1.359869405,5.170755232,1.29221235,3.453800292,0.594977988,2.992905139,1.514058033,9.841279234,1.490114924,7.576826161,0.306829204,0.111355754,0.571261118,1.788421514,0.736307818,7.74625242
Guyana,GUY,2012,4.830339935,111.7703024,80.99012139,864.7827888,4.741206894,260.9323772,31.07085586,19.75555335,9.989883842,4.410267171,1.374732536,1.545824125,10.72362765,1.385676081,5.27816259,1.339050437,3.474413519,0.619649406,3.012386839,1.541191958,9.990220889,1.532751628,7.597345309,0.312575369,0.110969963,0.584896836,1.848661291,0.746118653,7.945212027
Guyana,GUY,2013,4.808766513,109.7398831,81.2157158,850.1271685,4.770725104,255.4012124,30.85396621,19.05149273,10.06796802,4.355285008,1.370997645,1.519619513,10.55967826,1.353354463,5.201992669,1.302070706,3.401633937,0.608288869,3.006235466,1.500712943,9.701745956,1.519202452,7.405369831,0.301529686,0.102591577,0.566996505,1.797970276,0.728002672,7.858486874
Guyana,GUY,2014,4.74540057,108.5874957,81.93823688,842.8586539,4.802219633,253.8834125,30.20100734,18.83948615,10.00568777,4.31830007,1.342401529,1.498624051,10.4725512,1.349380041,5.237342598,1.253055786,3.381611291,0.597328698,3.019778106,1.472606495,9.576679583,1.511617201,7.253957841,0.297239524,0.098559824,0.563428804,1.772265241,0.709443679,7.729875117
Guyana,GUY,2015,4.687138441,107.0290686,82.38105047,830.4310204,4.470055305,252.3178827,29.57996416,18.43515929,9.926475004,4.287568419,1.313415403,1.477377133,10.36387886,1.335912055,5.231972603,1.216745371,3.34158087,0.58816509,3.011779339,1.44484026,9.394244152,1.501816279,7.096210568,0.291826976,0.094080839,0.55736504,1.744093029,0.692756924,7.625346246
Guyana,GUY,2016,4.622193725,105.9238004,83.14178092,821.7237288,4.246157971,250.9150979,29.19271272,18.15558799,9.874720609,4.272750988,1.294548085,1.461734927,10.28125173,1.325908037,5.246843955,1.18720572,3.314344188,0.581558021,3.00968161,1.424415004,9.244130162,1.496953019,6.958904972,0.287605655,0.090266114,0.552962003,1.722087213,0.680637505,7.549787131
Guyana,GUY,2017,4.509981839,104.6911292,83.69502462,816.6375757,4.252679375,249.7748072,28.80206941,17.91932492,9.770242926,4.239933011,1.280653499,1.44487664,10.16342025,1.313547426,5.226182587,1.162093336,3.27993337,0.572322681,2.989765638,1.403882987,9.069674166,1.485594777,6.829039848,0.283678617,0.087830721,0.54885977,1.704818595,0.669559833,7.469837527
Haiti,HTI,1990,20.69093432,171.8815617,88.68798046,1211.387255,8.799280727,417.2404105,41.65406398,23.05999783,10.55634089,1.839190891,1.495674789,2.592264997,10.6359324,3.928944497,7.93703688,3.856214786,1.03645573,0.83877179,2.976837585,3.057571294,20.78878872,1.782870294,24.38255137,0.763468023,0.040476378,1.380839238,4.692322542,0.803027251,16.49200698
Haiti,HTI,1991,20.26549093,171.3391177,88.03392787,1214.857703,8.646505901,416.042208,41.20541309,23.65525398,10.59346025,1.875688235,1.50925079,2.581289374,10.6817149,3.860049464,7.965173387,3.80471307,1.062064659,0.831044628,2.957708303,3.060574416,20.50236902,1.756725367,23.9361984,0.761105162,0.040862306,1.352757211,4.632899147,0.822527102,16.25261648
Haiti,HTI,1992,19.78694524,170.7321564,87.45236432,1218.127618,8.455408636,413.0401829,40.68362802,24.33160103,10.63917287,1.917548634,1.525131786,2.569124488,10.73501324,3.783220875,7.985772138,3.744821099,1.092192218,0.823611778,2.936919739,3.056508571,20.18651742,1.727805263,23.44184524,0.758372248,0.041301812,1.322388381,4.560052049,0.844612139,15.98391676
Haiti,HTI,1993,19.23643951,171.2026847,87.34436027,1227.216928,8.284946318,414.1539134,40.38832029,25.05182608,10.79798316,1.977209238,1.555643214,2.567199416,10.87019275,3.716886646,8.039422826,3.713693932,1.135684808,0.823003564,2.944720527,3.057870403,20.08303322,1.706830342,23.15748993,0.762323989,0.042230388,1.30113158,4.522097519,0.871015457,15.81102218
Haiti,HTI,1994,18.54051254,171.1929046,86.96994197,1233.617087,8.151853627,413.1001319,40.00719378,25.81928412,10.97370597,2.033363994,1.590474662,2.549304178,10.95010037,3.636336754,8.04731362,3.654138041,1.186169452,0.821215689,2.958210382,3.054491986,20.02408085,1.677941431,22.72923549,0.764458186,0.042886358,1.264497632,4.443866491,0.899051927,15.46501234
Haiti,HTI,1995,18.08797725,170.7580551,86.3115977,1239.683826,7.995478247,411.272153,39.17726207,26.66056593,11.00168297,2.107329674,1.62599581,2.543965014,11.0296835,3.540953179,7.976923725,3.617117989,1.235402774,0.813204848,2.937221388,3.05324946,19.60046879,1.6431962,22.27019713,0.765641707,0.044136013,1.237722547,4.367597535,0.928670481,15.28142657
Haiti,HTI,1996,17.76852334,169.2054461,85.20433857,1239.188616,7.861224844,405.7312495,38.34998436,27.47738617,11.00237439,2.17697679,1.663944418,2.515336183,11.00896404,3.422535999,7.845733456,3.541942122,1.290857177,0.800928455,2.915205307,3.052984948,19.11181865,1.602026723,21.48296997,0.762014955,0.044744576,1.194873448,4.224982847,0.956808203,14.87764659
Haiti,HTI,1997,17.47999379,168.0978668,84.49378915,1242.394867,7.753397735,399.3006707,37.38523093,28.25545921,11.00266714,2.270688411,1.714798263,2.499186595,11.04910932,3.302282438,7.707667496,3.496794646,1.356343295,0.790428277,2.896297933,3.054856021,18.60744383,1.563293657,20.83939448,0.762607432,0.046120378,1.163316706,4.11211996,0.986401092,14.6172809
Haiti,HTI,1998,16.98792034,167.1816612,83.8111503,1245.139795,7.650409038,395.3670043,36.51094043,28.94553358,11.03118243,2.383736846,1.773817587,2.485989529,11.12867703,3.179878844,7.571522249,3.460721828,1.434516785,0.781982638,2.890138775,3.056761205,18.14143801,1.524816521,20.26125063,0.765575168,0.04795874,1.135060212,4.010395936,1.0164215,14.40475609
Haiti,HTI,1999,16.53486543,166.9145642,83.56495882,1250.015618,7.58881703,393.2211915,35.94023286,29.44363971,11.14235986,2.503893758,1.841548085,2.485307228,11.28251761,3.070576754,7.473257089,3.438311478,1.519664178,0.780612195,2.905400448,3.062073598,17.81250099,1.500692152,19.82771869,0.772276291,0.050074514,1.116949185,3.941855553,1.045091227,14.29819279
Haiti,HTI,2000,15.95047732,166.0406464,82.94278787,1251.556246,7.418564677,390.1471913,35.11747484,29.8163257,11.17259705,2.595607735,1.879206871,2.487338556,11.41035266,2.97085138,7.360681415,3.407466717,1.581996649,0.777401038,2.896589761,3.071553829,17.326934,1.479122697,19.35516043,0.773055924,0.05165609,1.100635513,3.870951456,1.069572854,14.19756906
Haiti,HTI,2001,15.44364125,165.5289056,82.69333828,1254.455798,7.328093812,385.0834402,34.19531799,30.23674811,11.24896148,2.674276636,1.917387837,2.489536384,11.53612996,2.887012464,7.275798474,3.37489551,1.636715323,0.775904085,2.889838805,3.081781423,16.93868632,1.465095183,18.94957461,0.774462759,0.05299549,1.085572729,3.814191532,1.091359351,14.08781723
Haiti,HTI,2002,15.06033233,164.8353504,82.51997995,1258.270632,7.282706324,380.5481712,33.43855849,30.61290707,11.29174026,2.739776332,1.949603857,2.489016316,11.61161712,2.810990647,7.192840345,3.339751228,1.679817952,0.773109447,2.871528543,3.085842037,16.52330579,1.454503923,18.55261094,0.773491638,0.0541319,1.070990729,3.759839566,1.109382452,13.9690869
Haiti,HTI,2003,14.66058191,164.7614447,82.64513333,1264.776177,7.220018616,378.0716054,32.98795504,30.93900113,11.39315768,2.806736809,1.981049598,2.494704165,11.70746201,2.754161951,7.149657867,3.323971126,1.724142362,0.774033964,2.866964517,3.09350688,16.23750414,1.450838365,18.31764592,0.775142332,0.055460263,1.064326408,3.737780373,1.125754046,13.92817566
Haiti,HTI,2004,14.31380594,164.3771697,82.58957692,1266.943647,7.170749899,374.4969895,32.42968328,31.17090353,11.47794495,2.859600487,2.00220449,2.493395185,11.75003357,2.702826177,7.102370186,3.303144214,1.760956851,0.773898497,2.861878474,3.09685113,15.94816421,1.44585141,18.08171241,0.774706081,0.056536402,1.055855796,3.714778862,1.137799324,13.84000265
Haiti,HTI,2005,14.02147316,164.2046268,82.65935027,1269.358624,7.115805981,371.0928438,32.07080439,31.3264044,11.57444029,2.911428313,2.022105521,2.495902829,11.78962234,2.660508871,7.068739864,3.295142495,1.794014384,0.775041772,2.861414647,3.103180373,15.71319851,1.444419997,17.92952486,0.77549019,0.057730523,1.052444121,3.708750173,1.147585505,13.80052275
Haiti,HTI,2006,13.86007707,164.2311045,83.00291875,1272.573458,7.054673979,369.2324101,31.88125678,31.488455,11.67871316,2.959660756,2.041558431,2.503360298,11.80833282,2.628737525,7.03591013,3.297579158,1.825167869,0.776744097,2.866787512,3.120291056,15.5342107,1.446018932,17.81538685,0.777424764,0.058890557,1.051481792,3.708198413,1.15724204,13.77685581
Haiti,HTI,2007,13.55594506,164.1141245,83.35076403,1278.003666,6.990060835,369.0503128,31.65993828,31.59308486,11.7668611,3.006295898,2.051274022,2.510246292,11.80704402,2.600863225,7.006421618,3.298645997,1.853351346,0.778189519,2.870141824,3.137398034,15.33878819,1.447874455,17.6891154,0.778078289,0.059883133,1.051126909,3.711543302,1.165144013,13.75949861
Haiti,HTI,2008,13.34723424,163.9509575,83.64147864,1278.364468,6.926264302,367.1606086,31.51261736,31.66314477,11.85613384,3.048586163,2.061573616,2.516215049,11.78886125,2.576293426,6.982065639,3.3015448,1.879012884,0.779922689,2.876246227,3.154075746,15.16304567,1.451077498,17.57250391,0.779062365,0.060894986,1.051232337,3.718138537,1.171456369,13.69999966
Haiti,HTI,2009,13.15422228,163.7490968,83.91837633,1282.734972,6.869367539,365.9870343,31.39722515,31.71817161,11.94627026,3.089708567,2.069952656,2.521143104,11.76330677,2.554714653,6.963866617,3.299449007,1.904234999,0.78140951,2.881917159,3.16957497,14.98681819,1.455556954,17.44016826,0.779096528,0.06170049,1.051409867,3.722735572,1.176976467,13.64176713
Haiti,HTI,2010,12.97202596,164.2189531,83.61449527,1289.302803,6.799951117,364.5105817,31.39111308,31.89909781,12.11027563,3.136380389,2.081242616,2.531715351,11.80088319,2.546787616,6.978039554,3.303991469,1.935307972,0.786659411,2.90751675,3.19729869,14.91585621,1.463792033,17.40441705,0.781075887,0.062542044,1.053169465,3.741864768,1.187946415,13.59263411
Haiti,HTI,2011,12.76406361,164.3173461,83.34378382,1293.781405,6.742278329,363.5848616,31.37038174,32.01144696,12.24698585,3.177748003,2.087954181,2.533443278,11.83622234,2.533033259,6.986981354,3.286954046,1.967822493,0.789274633,2.923267469,3.209096457,14.80335469,1.469893377,17.3006799,0.779043335,0.063014373,1.050743472,3.748967589,1.195988584,13.53371651
Haiti,HTI,2012,12.48082528,163.456312,83.67224262,1289.273837,6.656521453,363.1475397,31.24715399,31.84861697,12.30603202,3.201805053,2.084869026,2.526601356,11.8138373,2.507728624,6.930581719,3.261019225,1.987354842,0.787506288,2.917456646,3.193001957,14.61132776,1.47038778,17.11475847,0.773837679,0.063102078,1.046053937,3.73946762,1.194345109,13.4179636
Haiti,HTI,2013,12.20623546,162.3744417,83.85212317,1285.271295,6.632393908,361.5781084,31.15516422,31.57430481,12.3357538,3.222879566,2.080521872,2.515019964,11.7954883,2.478797657,6.90443835,3.226336364,2.002934955,0.784264555,2.905193292,3.164206837,14.39351345,1.469706214,16.91576665,0.766974351,0.063088827,1.040851575,3.725297917,1.189217876,13.30719565
Haiti,HTI,2014,11.85839355,161.1783425,83.9936082,1278.077059,6.532793137,359.8854123,31.11968893,31.19911838,12.36930052,3.24211356,2.07237419,2.5011097,11.8018853,2.449737059,6.876511028,3.18915115,2.018939271,0.780588752,2.893537169,3.129556604,14.19109021,1.467759399,16.71903253,0.759308043,0.062941506,1.036058928,3.7097075,1.181463243,13.193637
Haiti,HTI,2015,11.36252688,160.2683631,84.19679551,1275.946958,6.284355783,358.6057054,31.10071665,30.9406013,12.41961124,3.265780449,2.056731735,2.493427649,11.83674449,2.429610387,6.856755212,3.157705976,2.035539609,0.77786603,2.886725706,3.10715051,14.01277159,1.46545458,16.53541722,0.752382136,0.062723427,1.03214914,3.693277929,1.176818414,13.1032248
Haiti,HTI,2016,10.92923866,159.3895031,84.61300628,1274.698679,6.171915631,358.99485,31.12308126,30.66208526,12.45543869,3.286779215,2.046409292,2.486164618,11.87647267,2.41052974,6.83445905,3.129203406,2.050994495,0.774723209,2.879903574,3.087184568,13.84284203,1.463412797,16.36973359,0.74579626,0.062513236,1.028251698,3.679287225,1.171281658,13.01793841
Haiti,HTI,2017,10.58120706,158.5218952,85.11448411,1270.120188,6.05422778,357.8244174,31.11615274,30.48097298,12.4256315,3.30046623,2.036238105,2.483955885,11.8777579,2.395789417,6.777817246,3.109395395,2.059978446,0.770761687,2.866020172,3.076359577,13.67471965,1.455546144,16.22433011,0.740657999,0.062263648,1.025139539,3.662560755,1.168230681,12.94382059
High SDI,,1990,4.978150883,160.9254051,214.02958,1358.521102,4.487929662,437.9630923,33.28411869,7.623588093,12.41953252,8.131872025,3.446433886,1.888393711,19.49330552,3.619669868,6.850783079,1.806735978,3.857475866,0.53150577,1.456136666,4.302489711,2.603876467,2.813906654,15.17413974,0.634415987,0.169811497,1.018958493,4.136111027,0.774378254,35.5749102
High SDI,,1991,4.847044858,161.1656471,216.8523555,1364.453665,4.366993377,437.899134,33.51953118,7.679730367,12.42592984,8.183314371,3.47882911,1.884651857,19.48795749,3.607248993,7.01725982,1.791086754,3.860742671,0.53181795,1.43635397,4.296270898,2.553020535,2.859567223,14.86044293,0.634931796,0.165234587,1.031622418,4.172415844,0.762792324,35.75312297
High SDI,,1992,4.71943009,160.0617322,217.9645312,1361.520181,4.269050587,433.3121915,33.49997258,7.7049021,12.25090683,8.194229158,3.491114714,1.863191653,19.34953009,3.558876419,7.133489726,1.745502175,3.829167457,0.528430985,1.406187695,4.262558885,2.469764687,2.884243332,14.41276972,0.629090295,0.157720205,1.030804328,4.175678893,0.749301809,35.57436746
High SDI,,1993,4.592606737,160.2832128,220.9731051,1371.371305,4.178578634,431.7277788,33.64725172,7.748223004,12.2869394,8.235812107,3.508331438,1.858194602,19.39400469,3.525537752,7.264413818,1.714549204,3.836705336,0.527849209,1.395130997,4.252702673,2.422187929,2.929013337,14.07574905,0.625037844,0.151517167,1.037955388,4.216499849,0.740445147,35.76463327
High SDI,,1994,4.479541772,159.0788785,222.0252616,1366.889963,4.095991048,426.4401539,33.67317583,7.730208284,12.10813848,8.217386964,3.515823114,1.840530204,19.22280139,3.462188706,7.389966141,1.676839888,3.800896776,0.52295738,1.370531631,4.21626494,2.352710426,2.954200513,13.63839739,0.618561832,0.146318176,1.036631411,4.199473958,0.728480796,35.57148205
High SDI,,1995,4.307370031,158.9126791,224.7847825,1373.033709,3.991419762,424.7083297,33.98917379,7.686377131,12.03377542,8.213731068,3.523147441,1.839630513,19.19306042,3.413449155,7.557990063,1.645285778,3.794230761,0.524925816,1.361086232,4.197878332,2.317176471,2.981751573,13.35309187,0.613971317,0.143233404,1.036251061,4.214098897,0.721828899,35.72269431
High SDI,,1996,4.21483513,156.8805867,224.8047007,1364.026668,3.879162367,417.1515697,33.82167372,7.581040763,11.79477886,8.17550154,3.515981871,1.811595053,18.93632224,3.350663724,7.612302178,1.590225383,3.746317806,0.518871899,1.349882447,4.142860349,2.263134874,2.982994339,12.87640742,0.605003877,0.13927681,1.026763246,4.174763231,0.710811929,35.25548261
High SDI,,1997,4.127324539,154.5527759,224.4509792,1353.018331,3.77553343,405.0407654,33.38426327,7.452845929,11.51094023,8.130720979,3.499907173,1.77961255,18.64558371,3.299156923,7.591285221,1.534837936,3.694333851,0.50947782,1.33205743,4.080975193,2.202193067,2.988366373,12.43151257,0.582815338,0.135766026,1.013592449,4.118252466,0.699819963,34.7541777
High SDI,,1998,4.002689142,153.7336617,226.3074565,1355.761389,3.677477997,397.0807309,33.07769867,7.356994891,11.31321306,8.151488737,3.49249974,1.776644177,18.5474877,3.279600252,7.737213995,1.493412376,3.65514308,0.506273468,1.325230791,4.040652284,2.159251894,3.009291361,12.20896718,0.584830905,0.133347367,1.017396176,4.13148561,0.699555346,34.63265046
High SDI,,1999,3.905292844,152.7408189,227.866991,1357.446983,3.565675004,389.3548969,32.64007791,7.261401307,11.13948875,8.193272667,3.484146769,1.766263973,18.45694469,3.250687972,7.768966388,1.45216067,3.621520134,0.50409026,1.318589191,4.009050004,2.120535526,3.017666651,11.92362228,0.57578115,0.131113064,1.015553334,4.136461631,0.701517179,34.48906077
High SDI,,2000,3.839095998,150.2434259,227.23204,1343.641737,3.457574041,378.9576776,32.11439891,7.129667546,10.9086542,8.168021877,3.459591605,1.743408017,18.10705176,3.180923468,7.704118671,1.387973133,3.573549693,0.498998593,1.296330394,3.930400094,2.059741022,3.019436741,11.4547313,0.564451522,0.127457198,1.003179726,4.079528442,0.702044508,34.00029842
High SDI,,2001,3.772484633,148.4713039,227.6749279,1337.65577,3.38520314,370.7816622,31.65213221,7.037529287,10.76437179,8.191664133,3.443905467,1.726740831,17.88383893,3.121908475,7.638691998,1.338891054,3.545665133,0.495027203,1.288068048,3.886770678,2.00727937,3.025373705,11.0509148,0.551198141,0.125025679,1.000275602,4.053510805,0.705259823,33.64811602
High SDI,,2002,3.711846378,147.0284057,228.7935505,1337.191062,3.338320196,364.4491945,31.10612231,6.957948263,10.62943726,8.225807939,3.43201433,1.71089928,17.72895134,3.066826518,7.566886865,1.294179326,3.512478791,0.493873826,1.279904962,3.855641272,1.9589472,3.039278737,10.71046145,0.538476415,0.124432947,0.998475406,4.036901464,0.705163094,33.41333205
High SDI,,2003,3.632891199,145.9818536,230.4786473,1337.774683,3.263771277,360.6765091,30.66866159,6.875179004,10.49256838,8.288482632,3.411221905,1.698099362,17.60767559,3.033058763,7.538023594,1.257937546,3.475039563,0.495063542,1.273187638,3.826632528,1.925619508,3.068460492,10.49907086,0.52849886,0.12259089,1.001238986,4.032120446,0.700823198,33.26110763
High SDI,,2004,3.573100822,142.6902414,228.5728289,1315.979535,3.18039021,351.571091,29.87483744,6.732240034,10.13734584,8.26283289,3.369230641,1.655473752,17.15075022,2.962320045,7.42450884,1.198006446,3.382209701,0.488141598,1.246632916,3.751941218,1.857987206,3.04777829,10.08141021,0.513571708,0.118999331,0.982893188,3.938938416,0.688191737,32.55053902
High SDI,,2005,3.529447958,141.4461085,230.1019755,1313.797975,3.136772696,347.0004006,29.44446377,6.62500277,9.994919092,8.328058086,3.355752116,1.644820558,16.98907036,2.923112786,7.374040397,1.168848521,3.321306483,0.489937431,1.242610416,3.726195223,1.824773986,3.056436958,9.850957423,0.505057008,0.118357621,0.988628628,3.928671297,0.684320613,32.35166794
High SDI,,2006,3.487951664,139.293483,230.0623327,1302.014805,3.063473062,340.8059315,28.78147991,6.517056994,9.77974829,8.352243153,3.341670732,1.624756098,16.69181372,2.855912255,7.26789331,1.128802054,3.253164995,0.48674697,1.234118714,3.685172625,1.784272924,3.038325499,9.512404083,0.493632701,0.116488703,0.97980102,3.86622828,0.677987637,31.90498464
High SDI,,2007,3.458937574,137.8498112,231.3932734,1298.159651,3.007346773,337.3550443,28.20829847,6.416765733,9.618028691,8.408596257,3.337165803,1.612663739,16.50044915,2.814770922,7.214797111,1.096471186,3.194405804,0.485022754,1.23095674,3.657729026,1.755022232,3.030784673,9.283612692,0.485121266,0.115649176,0.982424986,3.826100027,0.673442821,31.58552322
High SDI,,2008,3.415052974,136.8256112,233.4393094,1299.331979,2.956395404,334.3892848,27.77541303,6.320050664,9.548402171,8.483013101,3.344277646,1.603180804,16.39139542,2.7761767,7.168153066,1.065700221,3.158968218,0.485124141,1.236877496,3.641256465,1.733002971,3.038237518,9.063563075,0.476732096,0.114322402,0.984036384,3.794263755,0.667577564,31.32417532
High SDI,,2009,3.354597864,135.2580982,234.441634,1292.693432,2.916059145,331.0788496,27.26310014,6.220183569,9.41252286,8.537451377,3.348431244,1.58349631,16.10536885,2.734410673,7.10876241,1.034728148,3.115853936,0.480677609,1.237712924,3.607207396,1.706091861,3.033126411,8.821876733,0.466902463,0.113251506,0.983514379,3.747951672,0.662962509,30.94542439
High SDI,,2010,3.294912214,133.2318246,234.8498612,1284.255202,2.85676391,325.5995806,26.46017553,6.125670041,9.178572797,8.576744259,3.338683503,1.567157064,15.81332192,2.697340883,7.043453054,1.002864597,3.033611109,0.476988596,1.233964918,3.577608767,1.665370511,3.025071182,8.597501908,0.456724534,0.111067825,0.982538088,3.698231698,0.655186747,30.33820827
High SDI,,2011,3.260168243,132.3037992,237.054624,1283.673259,2.822824442,322.844777,25.96172919,6.04358591,9.126493201,8.627352445,3.357380672,1.563128847,15.68014727,2.671167048,7.013648469,0.984706244,3.011273686,0.475198132,1.253989979,3.564397533,1.65996466,3.023571949,8.424038439,0.449293423,0.109441985,0.983972168,3.656542976,0.653869291,30.05871284
High SDI,,2012,3.252013123,130.5751539,238.0741562,1276.816443,2.78415606,319.7551884,25.22925682,5.968671629,8.938704651,8.62685325,3.365167963,1.547222933,15.44352266,2.623005524,6.930938992,0.965503589,2.950751555,0.468462266,1.253063917,3.537823994,1.628283329,3.01131387,8.173161989,0.438881547,0.107818382,0.979633797,3.597159561,0.65350742,29.65171195
High SDI,,2013,3.242193672,128.984913,239.2575864,1267.851824,2.743775705,317.1186811,24.65444446,5.916833586,8.797256167,8.623073749,3.367767616,1.534248454,15.21402201,2.574226003,6.849339531,0.944726493,2.904847485,0.461348487,1.253975432,3.505894661,1.602828191,3.001550472,7.933822156,0.430112065,0.105810509,0.976484139,3.551519786,0.65209963,29.23955328
High SDI,,2014,3.238421806,127.1678673,239.9151489,1255.260331,2.700172419,313.7468598,24.16772414,5.873143828,8.622797125,8.587557149,3.363627836,1.519063439,14.96432304,2.520855444,6.784978686,0.923251679,2.855404033,0.450455129,1.248395277,3.466147197,1.574042546,2.977041643,7.691332778,0.422793323,0.103965207,0.965721154,3.497709884,0.652683394,28.75501118
High SDI,,2015,3.26067325,126.716166,243.1578784,1259.496143,2.67930548,314.1184518,23.89333955,5.895866839,8.571769374,8.605615886,3.376459089,1.519560335,14.93760113,2.495699301,6.769549677,0.923592658,2.826198289,0.444418544,1.249638604,3.470919795,1.557723944,2.984922358,7.560416438,0.42096121,0.104292479,0.968232671,3.50016912,0.662315596,28.5518693
High SDI,,2016,3.261163929,126.176618,245.6586005,1257.499885,2.667785633,315.6418058,23.86234379,5.929409716,8.493536508,8.578595748,3.368936374,1.511865309,14.90184692,2.481050393,6.679732261,0.92018336,2.81838946,0.440944793,1.23181162,3.453027798,1.533440561,2.98142456,7.482552102,0.420194731,0.103894926,0.96108995,3.509218632,0.66002633,28.43776631
High SDI,,2017,3.205876115,125.5528345,248.525345,1246.335843,2.638207523,314.8446423,23.87752212,5.962845524,8.41694451,8.535224348,3.355104121,1.498929258,14.83579631,2.469110113,6.663538713,0.915321668,2.806476199,0.436380986,1.215553112,3.436459064,1.514923598,2.97014985,7.406752529,0.420665571,0.102786227,0.950815679,3.49983865,0.656176304,28.28758524
High-income,,1990,5.037460927,160.3642348,215.5148155,1370.091991,4.524211332,431.8410551,32.76447897,7.929066016,12.84166398,8.123957898,3.362530369,1.818019976,19.28778617,3.824995717,6.402477722,1.751115145,3.825559712,0.522398798,1.448885021,4.312708704,2.576804741,2.932264075,14.96405919,0.539907398,0.180063588,0.994633237,4.136083728,0.755961898,34.76569731
High-income,,1991,4.890313203,160.3618742,218.0260762,1375.354153,4.397331318,430.6852362,32.84666147,7.983732137,12.8320427,8.16905152,3.388535994,1.809411362,19.24605224,3.803410807,6.555138424,1.728822821,3.823465448,0.520133435,1.427668174,4.297482198,2.515420369,2.969993546,14.63040685,0.539478446,0.173852256,1.003310576,4.158906156,0.744383849,34.88715711
High-income,,1992,4.741226857,159.3329086,219.218662,1373.476836,4.292976447,426.2506092,32.75379127,8.016857954,12.65557505,8.187326767,3.398755203,1.787814634,19.11003378,3.754736856,6.65293152,1.686685548,3.794077837,0.517171496,1.399793677,4.259660504,2.440494858,2.992504064,14.2061361,0.532953519,0.16719151,1.001068559,4.162510018,0.733191838,34.74036299
High-income,,1993,4.603290118,159.6544556,222.3545074,1384.15101,4.20545527,424.9848612,32.85554442,8.065558783,12.69518645,8.237361266,3.413999985,1.781777662,19.16513953,3.722930472,6.769318343,1.659735682,3.801155825,0.516582329,1.389753193,4.245647589,2.39896342,3.034175334,13.89693481,0.528174253,0.162382394,1.007158391,4.206189531,0.725022248,34.97118794
